epoch,auc,learning_rate,loss,precision,recall,val_auc,val_loss,val_precision,val_recall
0,0.9952711462974548,0.0007999999797903001,0.13916093111038208,0.9081171154975891,0.9695729613304138,0.9981378316879272,21.277223587036133,0.9350877404212952,0.9920893311500549
1,0.9992520213127136,0.0007999999797903001,0.08643873035907745,0.9752715826034546,0.9889833331108093,0.9985860586166382,31.37835121154785,0.9874243140220642,0.9865053296089172
2,0.9997449517250061,0.0007999999797903001,0.07309439033269882,0.9838107228279114,0.9946490526199341,0.9983400106430054,25.846336364746094,0.9892271757125854,0.9827826619148254
3,0.9998876452445984,0.0007999999797903001,0.06564725190401077,0.9903064370155334,0.9968523979187012,0.9981597065925598,11.46181869506836,0.9902234673500061,0.9897626638412476
4,0.999953031539917,0.00039999998989515007,0.06299569457769394,0.9915440082550049,0.9965376257896423,0.9985926151275635,17.35672950744629,0.9911914467811584,0.9948813319206238
5,0.9999882578849792,0.00039999998989515007,0.05759033188223839,0.9956071376800537,0.9987409710884094,0.9978991746902466,12.36575984954834,0.9925268292427063,0.9888319969177246
6,0.9999573230743408,0.00019999999494757503,0.056034237146377563,0.9966488480567932,0.9985311031341553,0.9979496598243713,12.008502006530762,0.9925512075424194,0.9920893311500549
