trial_id,label,label_binary,task_name,TimeStamp(s),FrameCounter,SampleIndex,RelativeIndex,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,AccMag,Jerk,PreTrigger,TriggerIndex,Reason
S01_left_fall_022,fall,1,left_fall,0.00,1,0,-160,0.937,0.273,0.115,13.2,1.9,1.3,0.983,0.593,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.01,2,1,-159,0.948,0.285,0.109,12.8,2.4,1.3,0.996,1.332,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.02,3,2,-158,0.949,0.301,0.107,11.6,2.7,1.5,1.002,0.558,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.03,4,3,-157,0.964,0.302,0.103,10.5,3.0,2.0,1.015,1.323,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.04,5,4,-156,0.959,0.301,0.093,9.3,4.2,2.2,1.01,0.552,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.05,6,5,-155,0.949,0.288,0.101,8.1,5.3,2.7,0.997,1.23,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.06,7,6,-154,0.947,0.282,0.112,7.1,6.6,3.3,0.995,0.228,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.07,8,7,-153,0.939,0.276,0.107,6.3,7.7,3.8,0.985,1.022,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.08,9,8,-152,0.933,0.266,0.104,5.5,8.3,4.4,0.976,0.893,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.09,10,9,-151,0.929,0.267,0.095,4.2,8.8,5.2,0.972,0.404,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.10,11,10,-150,0.936,0.262,0.096,2.8,8.1,5.6,0.977,0.479,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.11,12,11,-149,0.943,0.268,0.102,1.2,6.6,5.8,0.985,0.871,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.12,13,12,-148,0.949,0.273,0.093,0.2,4.5,6.5,0.993,0.725,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.13,14,13,-147,0.955,0.283,0.098,-1.2,1.4,6.6,1.001,0.823,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.14,15,14,-146,0.958,0.292,0.116,-1.9,-2.3,6.8,1.008,0.755,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.15,16,15,-145,0.951,0.292,0.135,-1.6,-4.7,8.0,1.004,0.406,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.16,17,16,-144,0.96,0.287,0.145,-0.7,-4.8,9.6,1.013,0.881,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.17,18,17,-143,0.967,0.277,0.15,0.1,-2.0,11.8,1.017,0.405,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.18,19,18,-142,0.981,0.271,0.139,1.1,2.3,13.3,1.027,1.036,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.19,20,19,-141,0.999,0.253,0.118,2.3,5.5,14.2,1.037,0.985,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
S01_left_fall_022,fall,1,left_fall,0.20,21,20,-140,1.014,0.244,0.123,2.1,6.1,13.8,1.051,1.318,True,160,suspected_fall_peak2.18_az1.16_maxGyro365.7_thetaSwing58.8
